instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weekday_nome,estacao_nome,tempo_nome,temp_norm,hum_norm,windspeed_norm
162,2011-01-08,1,0,1,0,0,6,0,2,0.18,0.197,0.51,0.1642,1,24,25,Sáb,Inverno,Nublado,0.163265306122449,0.51,0.19301751498765723
163,2011-01-08,1,0,1,1,0,6,0,2,0.18,0.2121,0.55,0.0896,1,15,16,Sáb,Inverno,Nublado,0.163265306122449,0.55,0.10532502644880687
164,2011-01-08,1,0,1,2,0,6,0,2,0.18,0.2424,0.55,0.0,3,13,16,Sáb,Inverno,Nublado,0.163265306122449,0.55,0.0
165,2011-01-08,1,0,1,3,0,6,0,3,0.18,0.197,0.55,0.1642,0,7,7,Sáb,Inverno,Chuva leve,0.163265306122449,0.55,0.19301751498765723
166,2011-01-08,1,0,1,4,0,6,0,3,0.18,0.197,0.55,0.1642,0,1,1,Sáb,Inverno,Chuva leve,0.163265306122449,0.55,0.19301751498765723
167,2011-01-08,1,0,1,5,0,6,0,2,0.16,0.1667,0.74,0.1642,0,5,5,Sáb,Inverno,Nublado,0.14285714285714288,0.74,0.19301751498765723
168,2011-01-08,1,0,1,6,0,6,0,2,0.16,0.1667,0.74,0.1642,0,2,2,Sáb,Inverno,Nublado,0.14285714285714288,0.74,0.19301751498765723
169,2011-01-08,1,0,1,7,0,6,0,2,0.16,0.1818,0.74,0.1045,1,8,9,Sáb,Inverno,Nublado,0.14285714285714288,0.74,0.12284001410603033
170,2011-01-08,1,0,1,8,0,6,0,3,0.16,0.1818,0.93,0.1045,0,15,15,Sáb,Inverno,Chuva leve,0.14285714285714288,0.93,0.12284001410603033
171,2011-01-08,1,0,1,9,0,6,0,3,0.16,0.1818,0.93,0.1045,0,20,20,Sáb,Inverno,Chuva leve,0.14285714285714288,0.93,0.12284001410603033
172,2011-01-08,1,0,1,10,0,6,0,2,0.18,0.197,0.8,0.1642,5,56,61,Sáb,Inverno,Nublado,0.163265306122449,0.8,0.19301751498765723
173,2011-01-08,1,0,1,11,0,6,0,2,0.2,0.1818,0.69,0.3881,2,60,62,Sáb,Inverno,Nublado,0.1836734693877551,0.69,0.45621253085694136
174,2011-01-08,1,0,1,12,0,6,0,2,0.2,0.1818,0.59,0.3582,8,90,98,Sáb,Inverno,Nublado,0.1836734693877551,0.59,0.42106500528976143
175,2011-01-08,1,0,1,13,0,6,0,1,0.2,0.1818,0.44,0.3284,7,95,102,Sáb,Inverno,Bom tempo,0.1836734693877551,0.44,0.38603502997531447
176,2011-01-08,1,0,1,14,0,6,0,1,0.2,0.1667,0.32,0.4925,12,83,95,Sáb,Inverno,Bom tempo,0.1836734693877551,0.32,0.5789349947102387
177,2011-01-08,1,0,1,15,0,6,0,1,0.2,0.1667,0.32,0.4478,5,69,74,Sáb,Inverno,Bom tempo,0.1836734693877551,0.32,0.5263900317385682
178,2011-01-08,1,0,1,16,0,6,0,1,0.18,0.1364,0.29,0.4478,8,68,76,Sáb,Inverno,Bom tempo,0.163265306122449,0.29,0.5263900317385682
179,2011-01-08,1,0,1,17,0,6,0,1,0.16,0.1212,0.37,0.5522,5,64,69,Sáb,Inverno,Bom tempo,0.14285714285714288,0.37,0.6491124955918656
180,2011-01-08,1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,3,52,55,Sáb,Inverno,Bom tempo,0.12244897959183676,0.39,0.3508875044081345
181,2011-01-08,1,0,1,19,0,6,0,1,0.14,0.1212,0.36,0.2537,4,26,30,Sáb,Inverno,Bom tempo,0.12244897959183676,0.36,0.298224991183731
182,2011-01-08,1,0,1,20,0,6,0,1,0.12,0.1212,0.36,0.2537,0,28,28,Sáb,Inverno,Bom tempo,0.10204081632653061,0.36,0.298224991183731
183,2011-01-08,1,0,1,21,0,6,0,1,0.12,0.1061,0.39,0.3582,2,35,37,Sáb,Inverno,Bom tempo,0.10204081632653061,0.39,0.42106500528976143
184,2011-01-08,1,0,1,22,0,6,0,1,0.12,0.1061,0.36,0.3881,1,33,34,Sáb,Inverno,Bom tempo,0.10204081632653061,0.36,0.45621253085694136
185,2011-01-08,1,0,1,23,0,6,0,1,0.1,0.0606,0.39,0.4478,0,22,22,Sáb,Inverno,Bom tempo,0.0816326530612245,0.39,0.5263900317385682
186,2011-01-09,1,0,1,0,0,0,0,1,0.1,0.0758,0.42,0.3881,1,24,25,Dom,Inverno,Bom tempo,0.0816326530612245,0.42,0.45621253085694136
187,2011-01-09,1,0,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627,0,12,12,Dom,Inverno,Bom tempo,0.0816326530612245,0.42,0.5439050193957917
188,2011-01-09,1,0,1,2,0,0,0,1,0.1,0.0606,0.46,0.4627,0,11,11,Dom,Inverno,Bom tempo,0.0816326530612245,0.46,0.5439050193957917
189,2011-01-09,1,0,1,3,0,0,0,1,0.1,0.0758,0.46,0.4179,0,4,4,Dom,Inverno,Bom tempo,0.0816326530612245,0.46,0.49124250617138826
190,2011-01-09,1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,Dom,Inverno,Bom tempo,0.06122448979591837,0.53,0.22804749030210417
191,2011-01-09,1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,Dom,Inverno,Bom tempo,0.06122448979591837,0.53,0.22804749030210417
192,2011-01-09,1,0,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836,0,1,1,Dom,Inverno,Bom tempo,0.0816326530612245,0.49,0.33337251675091106
193,2011-01-09,1,0,1,7,0,0,0,1,0.08,0.0909,0.53,0.194,1,5,6,Dom,Inverno,Bom tempo,0.06122448979591837,0.53,0.22804749030210417
194,2011-01-09,1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836,0,10,10,Dom,Inverno,Bom tempo,0.0816326530612245,0.49,0.33337251675091106
195,2011-01-09,1,0,1,9,0,0,0,1,0.12,0.0758,0.46,0.5224,0,19,19,Dom,Inverno,Bom tempo,0.10204081632653061,0.46,0.6140825202774186
196,2011-01-09,1,0,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881,0,49,49,Dom,Inverno,Bom tempo,0.12244897959183676,0.43,0.45621253085694136
197,2011-01-09,1,0,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224,2,47,49,Dom,Inverno,Bom tempo,0.14285714285714288,0.4,0.6140825202774186
198,2011-01-09,1,0,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478,4,79,83,Dom,Inverno,Bom tempo,0.163265306122449,0.37,0.5263900317385682
199,2011-01-09,1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75,Dom,Inverno,Bom tempo,0.1836734693877551,0.34,0.5263900317385682
200,2011-01-09,1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72,Dom,Inverno,Bom tempo,0.20408163265306123,0.32,0.5439050193957917
201,2011-01-09,1,0,1,15,0,0,0,1,0.22,0.197,0.35,0.3582,5,77,82,Dom,Inverno,Bom tempo,0.20408163265306123,0.35,0.42106500528976143
202,2011-01-09,1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92,Dom,Inverno,Bom tempo,0.1836734693877551,0.34,0.5263900317385682
203,2011-01-09,1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62,Dom,Inverno,Bom tempo,0.163265306122449,0.37,0.45621253085694136
204,2011-01-09,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48,Dom,Inverno,Bom tempo,0.14285714285714288,0.4,0.38603502997531447
205,2011-01-09,1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41,Dom,Inverno,Bom tempo,0.14285714285714288,0.43,0.38603502997531447
206,2011-01-09,1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38,Dom,Inverno,Bom tempo,0.12244897959183676,0.46,0.298224991183731
207,2011-01-09,1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20,Dom,Inverno,Bom tempo,0.12244897959183676,0.46,0.49124250617138826
208,2011-01-09,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15,Dom,Inverno,Bom tempo,0.12244897959183676,0.46,0.3508875044081345
209,2011-01-09,1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,0,6,6,Dom,Inverno,Bom tempo,0.10204081632653061,0.5,0.22804749030210417
210,2011-01-10,1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,5,Seg,Inverno,Bom tempo,0.10204081632653061,0.5,0.33337251675091106
211,2011-01-10,1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1,Seg,Inverno,Bom tempo,0.10204081632653061,0.5,0.33337251675091106
212,2011-01-10,1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3,Seg,Inverno,Bom tempo,0.10204081632653061,0.5,0.2631950158692841
213,2011-01-10,1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,0,1,1,Seg,Inverno,Bom tempo,0.10204081632653061,0.5,0.2631950158692841
214,2011-01-10,1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,1,2,3,Seg,Inverno,Bom tempo,0.0816326530612245,0.54,0.15786998942047725
215,2011-01-10,1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3,Seg,Inverno,Bom tempo,0.0816326530612245,0.54,0.298224991183731
216,2011-01-10,1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31,Seg,Inverno,Bom tempo,0.10204081632653061,0.5,0.33337251675091106
217,2011-01-10,1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77,Seg,Inverno,Bom tempo,0.10204081632653061,0.5,0.2631950158692841
218,2011-01-10,1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188,Seg,Inverno,Nublado,0.10204081632653061,0.5,0.33337251675091106
219,2011-01-10,1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,94,Seg,Inverno,Nublado,0.12244897959183676,0.5,0.298224991183731
220,2011-01-10,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31,Seg,Inverno,Nublado,0.12244897959183676,0.5,0.3508875044081345
221,2011-01-10,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30,Seg,Inverno,Nublado,0.14285714285714288,0.47,0.33337251675091106
222,2011-01-10,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52,Seg,Inverno,Nublado,0.1836734693877551,0.4,0.33337251675091106
223,2011-01-10,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,54,Seg,Inverno,Nublado,0.1836734693877551,0.4,0.33337251675091106
224,2011-01-10,1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,47,Seg,Inverno,Nublado,0.1836734693877551,0.4,0.2631950158692841
225,2011-01-10,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45,Seg,Inverno,Nublado,0.1836734693877551,0.4,0.2631950158692841
226,2011-01-10,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74,Seg,Inverno,Bom tempo,0.1836734693877551,0.4,0.15786998942047725
227,2011-01-10,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178,Seg,Inverno,Bom tempo,0.1836734693877551,0.4,0.12284001410603033
228,2011-01-10,1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,155,Seg,Inverno,Bom tempo,0.1836734693877551,0.4,0.2631950158692841
229,2011-01-10,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95,Seg,Inverno,Bom tempo,0.14285714285714288,0.47,0.19301751498765723
230,2011-01-10,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74,Seg,Inverno,Bom tempo,0.14285714285714288,0.5,0.19301751498765723
231,2011-01-10,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38,Seg,Inverno,Bom tempo,0.12244897959183676,0.59,0.22804749030210417
232,2011-01-10,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24,Seg,Inverno,Bom tempo,0.12244897959183676,0.59,0.19301751498765723
233,2011-01-10,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,Seg,Inverno,Bom tempo,0.12244897959183676,0.59,0.19301751498765723
234,2011-01-11,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12,Ter,Inverno,Bom tempo,0.12244897959183676,0.59,0.12284001410603033
235,2011-01-11,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,Ter,Inverno,Bom tempo,0.12244897959183676,0.59,0.19301751498765723
236,2011-01-11,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3,Ter,Inverno,Nublado,0.14285714285714288,0.55,0.22804749030210417
237,2011-01-11,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,Ter,Inverno,Nublado,0.14285714285714288,0.55,0.15786998942047725
238,2011-01-11,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27,Ter,Inverno,Nublado,0.14285714285714288,0.55,0.15786998942047725
239,2011-01-11,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0.0,2,97,99,Ter,Inverno,Nublado,0.14285714285714288,0.55,0.0
240,2011-01-11,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217,Ter,Inverno,Nublado,0.163265306122449,0.51,0.10532502644880687
241,2011-01-11,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130,Ter,Inverno,Nublado,0.163265306122449,0.51,0.19301751498765723
242,2011-01-11,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54,Ter,Inverno,Nublado,0.1836734693877551,0.51,0.19301751498765723
243,2011-01-11,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,Ter,Inverno,Nublado,0.1836734693877551,0.47,0.15786998942047725
244,2011-01-11,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,Ter,Inverno,Nublado,0.1836734693877551,0.51,0.12284001410603033
245,2011-01-11,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,Ter,Inverno,Nublado,0.1836734693877551,0.59,0.10532502644880687
246,2011-01-11,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,Ter,Inverno,Nublado,0.1836734693877551,0.59,0.10532502644880687
247,2011-01-11,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,Ter,Inverno,Nublado,0.14285714285714288,0.8,0.10532502644880687
248,2011-01-11,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,Ter,Inverno,Nublado,0.14285714285714288,0.86,0.2631950158692841
249,2011-01-11,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,Ter,Inverno,Nublado,0.14285714285714288,0.86,0.2631950158692841
250,2011-01-11,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,Ter,Inverno,Chuva leve,0.14285714285714288,0.93,0.12284001410603033
251,2011-01-11,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0.0,0,51,51,Ter,Inverno,Chuva leve,0.14285714285714288,0.93,0.0
252,2011-01-11,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,Ter,Inverno,Chuva leve,0.14285714285714288,0.93,0.22804749030210417
253,2011-01-11,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,Ter,Inverno,Chuva leve,0.14285714285714288,0.86,0.10532502644880687
254,2011-01-11,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,Ter,Inverno,Chuva leve,0.14285714285714288,0.93,0.12284001410603033
255,2011-01-11,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,Ter,Inverno,Chuva leve,0.14285714285714288,0.93,0.10532502644880687
256,2011-01-12,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,Qua,Inverno,Nublado,0.14285714285714288,0.86,0.10532502644880687
257,2011-01-12,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,Qua,Inverno,Nublado,0.14285714285714288,0.86,0.12284001410603033
258,2011-01-12,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,Qua,Inverno,Bom tempo,0.12244897959183676,0.86,0.15786998942047725
259,2011-01-12,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,Qua,Inverno,Bom tempo,0.12244897959183676,0.86,0.19301751498765723
260,2011-01-12,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,Qua,Inverno,Bom tempo,0.10204081632653061,0.93,0.15786998942047725
261,2011-01-12,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,Qua,Inverno,Bom tempo,0.12244897959183676,0.69,0.15786998942047725
262,2011-01-12,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,Qua,Inverno,Bom tempo,0.14285714285714288,0.59,0.19301751498765723
263,2011-01-12,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,Qua,Inverno,Bom tempo,0.14285714285714288,0.59,0.38603502997531447
264,2011-01-12,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,Qua,Inverno,Bom tempo,0.163265306122449,0.55,0.2631950158692841
265,2011-01-12,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,Qua,Inverno,Bom tempo,0.1836734693877551,0.51,0.45621253085694136
266,2011-01-12,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,Qua,Inverno,Bom tempo,0.1836734693877551,0.47,0.6842600211590455
267,2011-01-12,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,Qua,Inverno,Bom tempo,0.20408163265306123,0.44,0.42106500528976143
268,2011-01-12,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,Qua,Inverno,Bom tempo,0.1836734693877551,0.47,0.38603502997531447
269,2011-01-12,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,Qua,Inverno,Bom tempo,0.1836734693877551,0.47,0.49124250617138826
270,2011-01-12,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,Qua,Inverno,Bom tempo,0.20408163265306123,0.44,0.38603502997531447
271,2011-01-12,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,Qua,Inverno,Bom tempo,0.1836734693877551,0.47,0.42106500528976143
272,2011-01-12,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,Qua,Inverno,Bom tempo,0.1836734693877551,0.47,0.6140825202774186
273,2011-01-12,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,Qua,Inverno,Bom tempo,0.163265306122449,0.47,0.49124250617138826
274,2011-01-12,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,Qua,Inverno,Bom tempo,0.14285714285714288,0.5,0.38603502997531447
275,2011-01-12,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,Qua,Inverno,Bom tempo,0.14285714285714288,0.55,0.38603502997531447
276,2011-01-12,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,Qua,Inverno,Bom tempo,0.14285714285714288,0.55,0.5263900317385682
277,2011-01-12,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,Qua,Inverno,Bom tempo,0.12244897959183676,0.59,0.49124250617138826
278,2011-01-13,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,Qui,Inverno,Bom tempo,0.12244897959183676,0.59,0.33337251675091106
279,2011-01-13,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,Qui,Inverno,Bom tempo,0.12244897959183676,0.5,0.33337251675091106
280,2011-01-13,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,Qui,Inverno,Bom tempo,0.12244897959183676,0.5,0.42106500528976143
281,2011-01-13,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,Qui,Inverno,Bom tempo,0.12244897959183676,0.5,0.38603502997531447
282,2011-01-13,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,Qui,Inverno,Bom tempo,0.12244897959183676,0.5,0.298224991183731
283,2011-01-13,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,Qui,Inverno,Bom tempo,0.12244897959183676,0.5,0.3508875044081345
284,2011-01-13,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,Qui,Inverno,Bom tempo,0.10204081632653061,0.54,0.15786998942047725
285,2011-01-13,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,Qui,Inverno,Bom tempo,0.10204081632653061,0.54,0.15786998942047725
286,2011-01-13,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,Qui,Inverno,Bom tempo,0.12244897959183676,0.5,0.22804749030210417
287,2011-01-13,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,Qui,Inverno,Bom tempo,0.12244897959183676,0.5,0.38603502997531447
288,2011-01-13,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,Qui,Inverno,Nublado,0.14285714285714288,0.5,0.42106500528976143
289,2011-01-13,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,Qui,Inverno,Nublado,0.1836734693877551,0.44,0.5263900317385682
290,2011-01-13,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,Qui,Inverno,Bom tempo,0.1836734693877551,0.44,0.49124250617138826
291,2011-01-13,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,Qui,Inverno,Bom tempo,0.20408163265306123,0.41,0.5263900317385682
292,2011-01-13,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,Qui,Inverno,Bom tempo,0.20408163265306123,0.41,0.45621253085694136
293,2011-01-13,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,Qui,Inverno,Bom tempo,0.22448979591836735,0.38,0.3508875044081345
294,2011-01-13,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,Qui,Inverno,Bom tempo,0.22448979591836735,0.38,0.42106500528976143
295,2011-01-13,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,Qui,Inverno,Bom tempo,0.1836734693877551,0.4,0.33337251675091106
296,2011-01-13,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,Qui,Inverno,Bom tempo,0.1836734693877551,0.4,0.38603502997531447
297,2011-01-13,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,Qui,Inverno,Bom tempo,0.14285714285714288,0.47,0.298224991183731
298,2011-01-13,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,Qui,Inverno,Bom tempo,0.14285714285714288,0.47,0.2631950158692841
299,2011-01-13,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,Qui,Inverno,Bom tempo,0.12244897959183676,0.46,0.3508875044081345
300,2011-01-13,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,Qui,Inverno,Bom tempo,0.12244897959183676,0.46,0.38603502997531447
301,2011-01-13,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,Qui,Inverno,Bom tempo,0.10204081632653061,0.5,0.22804749030210417
302,2011-01-14,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,Sex,Inverno,Bom tempo,0.10204081632653061,0.5,0.22804749030210417
303,2011-01-14,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,Sex,Inverno,Bom tempo,0.0816326530612245,0.54,0.19301751498765723
304,2011-01-14,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,Sex,Inverno,Bom tempo,0.0816326530612245,0.54,0.15786998942047725
305,2011-01-14,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,Sex,Inverno,Bom tempo,0.0816326530612245,0.54,0.12284001410603033
306,2011-01-14,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,Sex,Inverno,Bom tempo,0.0816326530612245,0.54,0.10532502644880687
307,2011-01-14,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0.0,0,17,17,Sex,Inverno,Bom tempo,0.0816326530612245,0.54,0.0
308,2011-01-14,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,Sex,Inverno,Bom tempo,0.0816326530612245,0.74,0.19301751498765723
309,2011-01-14,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0.0,2,156,158,Sex,Inverno,Bom tempo,0.10204081632653061,0.68,0.0
310,2011-01-14,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,Sex,Inverno,Bom tempo,0.12244897959183676,0.69,0.15786998942047725
311,2011-01-14,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,Sex,Inverno,Bom tempo,0.163265306122449,0.55,0.22804749030210417
312,2011-01-14,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,Sex,Inverno,Bom tempo,0.163265306122449,0.51,0.33337251675091106
313,2011-01-14,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,Sex,Inverno,Bom tempo,0.1836734693877551,0.44,0.298224991183731
314,2011-01-14,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,Sex,Inverno,Bom tempo,0.20408163265306123,0.37,0.45621253085694136
315,2011-01-14,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,Sex,Inverno,Bom tempo,0.20408163265306123,0.41,0.33337251675091106
316,2011-01-14,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,Sex,Inverno,Bom tempo,0.22448979591836735,0.38,0.19301751498765723
317,2011-01-14,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,Sex,Inverno,Bom tempo,0.20408163265306123,0.41,0.12284001410603033
318,2011-01-14,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,Sex,Inverno,Bom tempo,0.20408163265306123,0.41,0.19301751498765723
319,2011-01-14,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,5,134,139,Sex,Inverno,Bom tempo,0.1836734693877551,0.47,0.0
320,2011-01-14,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,Sex,Inverno,Bom tempo,0.14285714285714288,0.59,0.10532502644880687
321,2011-01-14,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0.0,0,68,68,Sex,Inverno,Bom tempo,0.163265306122449,0.59,0.0
322,2011-01-14,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0.0,4,48,52,Sex,Inverno,Bom tempo,0.14285714285714288,0.69,0.0
